instagram_comments,offensive_language
"Exatamente, apesar de ser um concurso sem o menor valor necessário para o engrandecimento da sociedade. Ter uma mulher negra, com o cabelo dela, como a mulher mais bonita do mundo. É foda pra caralho! 👏🏿",0
Bene!❤️,0
VAGABUNDO,1
Estou me sentindo enojado ...,0
Biscate,1
"É pirralha msm,a propósito vc está adorando tudo isso né...",1
É um absurdo...,0
Esse cara trocou o lugar da boca pelo fiofó...,1
Como pode ser tão canalha esse Lula,1
Viva nosso grande Representante Viva nosso Presidente,0
Adorei o quem é fã do Queiroz 😂😂 A esquerdalha ñ desiste!!!!,1
Kkkkkk idiota essa Lei sei lá.Muito idiota mexmo.,1
Vc é o presidente que este país merece!👏💚,0
Hipócrita,1
Poderia detalhar melhor a sua contribuição para receber a medalha. ? Senão fica parecendo homenagem político partidária ocasional.,0
Que faz este cara ainda morando fora da prisão？,1
Meu Presidente,0
"Tá gaga? Isso é abuso, demoro pra sair só ar.",1
Certíssimo,0
E as notícias falsas sobre estatísticas?,0
Velho Babão,1
"Imprensa lixo, ela não deveria dar mais entrevista. Nojooooo",1
Manda ela capinar uma roça e vai vc tbm,1
Ridícula vai cuidar da sua vida,1
"Boa a fala do presidente, parem de dar moral pra essa pirralha, inclusive a senhora deputada.",1
"Porque Bachelet faz parte da esquerda Hipócrita da América latina. Pergunte se ela tem pena de Cuba, Nicarágua ou da Venezuela. #MicheleBacheletHipócrita",1
Isso é um lixo um verdadeiro crápula,1
Quem rouba o pagador de impostos são vocês que desviaram dinheiro pra todo canto esquerda raça maldita,1
Vamos deixar a traidora da Marta de lado. Unir jamais.,1
Se assuma logo no centrão e pare de dizer que é de direita!!!!,0
Imprensa globalista se superando... inescrupulosos.,1
Bagaceiros no poder🤮,1
"Eu Votei em Bolsonaro e não no filho dele, Bolsonaro foi o único que deu a cara pra bater. Vi vc a um ano atrás comprando briga a qualquer custo pelo Bolsonaro. Até acho que vc ganharia a eleição mas não fácil como foi usando o nome dele. Só quero lhe perguntar uma coisa, Bolsonaro agora então não presta? Então quer dizer que daqui um ano vc pode mudar de ideia e dizer que vc estava errada de novo? Não estou entendendo o seu novo método e queria saber. Não só vc mas vários que a um ano atrás falava 10 palavras e 8 era Bolsonaro.",0
GRANDE JORNALISTA ALEXANDRE GARCIA COMPETENTE QUERIDO POVO BRASILEIRO DÊ BEM,0
Cala sua boca 🤪🤪🤪,1
Esse cara é um infeliz ruim,1
Bosta pura,1
Senhora Michele Bachelet!,1
A Europa prática o capitalismo. O governo não precisa ser de direita para praticar tal,0
Eu só digo a Sra e maior que esses idiotas fique em paz seu coraçăo é puro,1
"O ódio da esquerda é maior que o seu amor pelo Brasil, vale até quebrar o país se isso prejudicar o Bolsonaro, não importa se o brasileiro se FODE junto, importante é que atrapalharam o Bolsonaro!!",1
Gente esse cara deve envergonhar até o Satanás.,1
"E se políticos fizerem fake serão punidos com prisão também, ou essa lei é só pra pessoas comuns",0
Pirralha,1
Lulla é um fóssil político!,1
Canalha demais que faz uma coisa horrível dessa contra quem quer que seja,1
G. Soros agradece !!...,0
"PORQUE É PORCA DO MESMO LODO,",1
Maravilhosa,0
Ai joice votei em vc,0
"#congressocontraopovo, 🤬🤮tudo dentro do costume da Casa do Povo!🤮🤬 #congressoVERGONHA",1
Parabéns Fernando ! UP sempre para a educação!,0
A mesma história de sempre e Lula continua solto.,0
Meu Deus!! Isso já é motivo de sobra para esse verme voltar para a jaula!,1
SÓ A ESQUERDOPATIA NÃO VÊ ISSO...,1
"Colégio militar deveria se estender pelo País: disciplina, Patriotismo, Cultura e ensino de qualidade!",0
É sério que estão comemorando a invasão dos nazistas????? Caramba...... Decepção!!!!!!!,0
Gente bonita!,0
Congresso lixo,1
Como eu desejei ter você na presidência ❤️,0
Leda é reporte de verdade !,0
Este homem é o CÃO em forma de serhumaninho 😂😂😂,1
Parabéns ministro Fakin👍👏👍👏👍👏,0
"Quem vai dar lado para imundice dessa,🤮🤮🤮",1
"Infelizmente, eh assim que vejo o atual “cristão”!",0
Olha eu aí! Kkkkkkk,0
Pelo menos esse cafajestes será julgado e condenado,1
Que nojoooo. Aí isso aí ninguém faz nada né? Velho asquerosos dos infernos.,1
"Governo da administração artificial vive de manipulações, e resultado de números uma merda.",1
LULA LIIVE JÁ!,0
Incontestável,0
"Se nossos hermanos precisassem vir para cá, teria sido na época atual do Macri, primeiramente. Agora, se quiserem vir mesmo, nós gaúchos os receberemos de portas e porteiras abertas.",0
"Esse babaca está brincando com os Argentinos,os caras não arregaram para os Ingleses,ta querendo arrumar treta com os países vizinhos,e vai achar",1
Sensacional!,0
Xenofóbico este daí Taoquei ????😂😂😂,1
Se tivessem me entrevistado responderia que personalidade é vei da Havan 🤣🤣🤣🤣 ...,0
Milícia é máfia,1
"Só acho que o custo Brasil deveria abaixar, no mínimo pela metade,ex: reduzir os salários de TODOS os políticos e seus inúmeros privilégios. Creio que assim, a economia terá um grande fôlego, a população sentirá que as coisas estão mudando e o país, enfim, crescerá. @jairmessiasbolsonaro @bolsonarosp @depheliolopes",0
Globo só passa vergonha,1
Como esses que defendem conseguem explicar a morte da pequena Agata?,0
Chata pra caramba. Tá velhota e horrível.,1
"Lindos, parabéns👏👏👏👏 amo❤️",0
Puta nojo desse cara,1
VCS É QUE ESTÃO NOS ROUBANDO,1
"Se vc gosta tanto dele como disse aos 7 cantos ate pouco tempo atrás pq não vai e fala pessoalmente com ele sobre isso, ao invés de fazer postagem em rede social? Pq vc não foca no seu trabalho e mostra o que está fazendo com documentos, pra não ficar dúvidas? Está insuportável a política no Brasil. E pelos comentários, se der poder pra qualquer pessoa o cenário não vai mudar muito. Quem detém algum poder só pensa em si próprio.",0
Vagabunda ordinária velha dó capeta vai cuidar da sua bunda velha esclerosada,1
O que eu posso dizer sobre isso o bolsonsto nunca foi diferente nunca falou que lutar ia por trabalhadores mulheres direitos não não é mesmo assim ganhou não falando nada de bom e ainda mais falando atrocidades e mesmo assim ganhou agora os deputados senadores hipócritas mentirosos aprovando tudo que esse escrito safado manda para o congresso e o povo continua cego surdo e mudo então faz parte do pacote pena que paga quem não votou nos canalhas .,1
Sem palavras pra esse canalha que quer provocar a baderna 😡😡😡,1
Pirralha ridiculamente comunista!,1
Esses daí nunca vão pedir soltura de condenado 👏🏻,0
Testa di cazzo muori,1
Ou misera,0
Isso é uma desgraça,1
Meu presidente!❤️,0
Só vim ler o choro dos gado,1
"Houve um tempo atrás que o Brasil recebeu milhares de chilenos, que veio arrumar emprego aqui no Brasil e os brasileiros os receberam de braços abertos, mas, o mundo e o povo é assim esquece rápido o bem que o outro fez! Mas, essa comunista está se achando, mas, é uma tremenda corrupta.",1
Parabens aos seus eleitores. Devem estar em eztase.,0
#globolixo,1
É verdade!!!,0
Entrevista foi show! ❤️❤️❤️,0
Que triste esse país que assiste a tudo isso de braços cruzados,0
"Esse homem é ridículo e sem noção, aja paciência p ouvir tanta asneiras 🙄",1
"Vamos fazer assim, @jairmessiasbolsonaro e @gleisihoffmann - cada um coloca suas observações aqui.",0
Escroto!,1
vc é lindo viu,0
Que mulher ridícula essa Benedita só fala bosta,1
@ricardobedendo Vc ainda ñ caiu fora? Va seguir seu jegue!,1
Nossa Argentina parece que já se arrempeu de coloca a direita no poder.,0
Quem escreveu isso contra a ministra é uma verdadeira bicha enrustida um tremendo cortador de madeira pelo furico 💩💩💩,1
Parem de seguir essa mulher. Os números de seguidores estão caindo.,0
Super linda!,0
Estas pessoas que tratam esse verme Silvio Sanntos ccomo caduco no fundo pensam como ele.,1
A imprensa está podre.,1
"Falar menos, agir mais",0
Excelente,0
Foi merecida! Inteligente e consciente! Foi autêntica! E feliz nas suas respostas! Sem dúvida fez a diferença!,0
Pastor do demônio,1
"É triste ver uma pessoa mudar de opinião tão rápido o Presidente JB, sempre foi assim, vc sempre soube, agora quer que a população reflita sobre as declarações dele! Arrego Joyce!!! Te acompanho há muito tempo e sei qual era sua opinião sobre o presidente! Vc nunca foi a favor das “caneladas” dele, mas sempre o apoiou!!! O que te fez mudar de postura de uma hora para outra, só Deus sabe! Querendo polemizar coisas pequenas!? Veja o presidente americano, fala muita bobagem, mas está consertando os EUA! Será que seria diferente aqui no Brasil, com um presidente que vc tanto apoiou!? Como seu seguidor antigo, só posso dizer uma coisa: “lamentável”!!!",0
Dois seres humanos incríveis e queridos.,0
Dois pombo sujo,1
"Cidadão de bem, cristão.",0
"Esse home.e ridiculo... Se a lei e para todos, ela merece ser aplicada em um caso desse!!!",1
@fernandohaddadoficial Professor com o cabelo mais curto...💋,0
Nao tem argumentos?!?! Vc é um covarde.,1
"Que asco. Uma pessoa assim não pode exercer a política, porque não contribui para o debate. É só atraso.",1
Última eleição votei nas duas nas próximas não votarei em nenhuma das duas taokey.,0
Congresso nacional vergonha do Brasil 😣😣😣😣😣😣,1
@carla.zambelli SÓ DIGO UMA COISA... O BRASIL TÁ MUDANDO! TRAIRAGEM #NÃO COMBINA COM FIDELIDADE!,1
"Ele não falou nada que o povo na5o concorde , Idiotas !!",1
"Esta se afundando cada dia que passa, peppa pig está indo pelo ralo 💩💩💩💩💩💩",1
Essa porra eh o diabo,1
Que seja condenado,1
"MUITO BEM FACCHIN , NAO DA MOLESA PARA ESSE LOUCO , PSICOPATA, BEBADO. CADEIA PARA ELE.",1
"Os filhos do presidente calados, são poetas..",0
Esquerdista @joicehasselmannoficial deixa de propagar merda e vai trabalhar pq nunca mais vc se elege!! Todos com @jairmessiasbolsonaro 🇧🇷👉🏻😎,1
E vc fomenta isso tudo é deve dar risada não???🤬,0
Duas BOSTAS humanas,1
Ridículo. Jornalista não é gente.,1
Vai ficar assim?,0
👏👏👏,0
"Exemplo de pastor, cidadão de bem, só que não.",1
"Time 1938 Hitler, Time 1940 Stalin, Time 1979 Aiatolá Khomeini, Time 1919 Greta Thumberg ou seja, a Time homenageia seus pseudos ícones de esquerda desde 1938, então deputada Joice toma VERGONHA na cara é assuma de vez a sua esquerdopatia e também lhe garanto que trair e perseguir o Presidente eleito pela maioria absoluta dos BRASILEIROS DE BEM, apenas porá um ponto final em sua pífia carreira política!",1
Lixo,1
Profeta dos estúpidos. Se preocupa não. A turma do Tramp vai manipular as eleições lá também,1
Prestem atenção nesse cara @fernandoconrado .... 🇧🇷🇧🇷🇧🇷 O cara é GIGANTE!,0
Eita lasqueira😢,0
👍👍👍👍👍👍👍👍 q fase,0
"Assim como no Brasil elegem,caneta azul a música do ano, lá fora eles elegem uma criança a personalidade... 🙈🙉🙊",0
Parabéns!!!💖♥️,0
🇧🇷🇧🇷🇧🇷🇧🇷 vamos Brasil!!!! Muito lindo.,0
Amo demais 😍😍👏👏🇧🇷🇧🇷,0
Pena dessa senhorinha...,1
Mitowwwww....Micoooooooooo !#bozoenganador,1
Qd. Vc vai se convencer que não foi armação.Os eleitores que vou no mito cansou do PT.eu nunca votei em petista.,0
Rindo feito um condenado,0
Tenho orgulho dos colégios militares . Moro em Manaus . Meu filho estudou no Colégio Militar quando tinha 11 anos . Hoje ele é um homem de valores e princípios . Minha neta tá se formando tem no Colégio Militar e ama a escola . Com mto orgulho ! 👏👏👏👏👏💚💛,0
Deixa estes ladrão solto só pode dar em baderna,1
Cumprindo promessas... 👏👏👏,0
Meu presidente e Bolsonaro. Apoio vcs SEMPREEE💚💚💚👏👏,0
"Nao defendo o Bolsonaro, mas a verdade seja dita. Quem faz lei é o legislativo, o presidente, mesmo se vetar ainda poder ser sancionada pelos deputados.",0
Incompetente ela sempre foi!,1
A roliça rebelde 😂😂😂😂😂,1
Top demais..👏👏👏👏 vivemos realmente um colapso..,0
Nojo,1
Ao menos 1 pensa com sensatez,0
"Vejam que as décadas de empenho da Rede Globo de Televisão, em destruir as famílias tradicionais brasileiras. Tem afetado também os próprios promotores desta destruição, que lutam. Por um Brasil 100% drogado, pedófilo, gay, lésbico, bandido, criminoso e com satanás no coração. Todos os anos vemos artistas, funcionários da referida emissora sendo presos, internados por posse e uso de entorpecentes. Muitos definhando e falecendo por terem contraído doenças graves, sexualmente transmissíveis inclusive o HIV. Colhemos aquilo que plantamos!",1
Corja de bandidos!,1
Linda mulher merecido ter ganhado,0
"Esses vermes fala todo dia desse derramamento de óleo, não por preocupação ambiental é para tentar ferrar o governo!",1
Interessante!,0
"Quantos likes pudesse dar nessa foto, eu daria! ❤️❤️❤️❤️❤️❤️",0
"Na próxima eleição o PT vai ser extinto então, vive de mentiras.",1
Sfd,1
"Não sei quem é mais inútil, o retrato do Jaiminho ou Paulo Freire ?",1
"Você precisa e voltar para cadeia para que povo onrrado concerto o país que você derrui sim temo que seguir o exzemplo do povo da Bolívia te expulsar do país, embusteiros de merda kkk",1
"Deus nós acuda, este Lula só incentiva o que é ruim, que homem nojento",1
Ele fala da esquerdalha brasileira como se fossem apenas umas centenas mas são milhões de brasileiros que pensam diferente desse sujeito.,1
Certíssimo.,0
Ameiiii,0
😷vas a terminar con nuestro planeta!!!,1
"Povo deveria resistir mesmo , fazer igual Chile botar fogo no luladrão STF na corrupção seria ótimo começando por eles que é patrimônio de bosta!😂😂😂😎😎🇧🇷 ele.quer joga ele na Paulista",1
Triste é ver gente que defende o indefensável 😢😢😢que seres são esses?,0
"Cara, um presidente desses!❤️🙌",0
Ela que legue a pena dela e faça um travesseiro pra ver se consegue dormir depois de ter aceitado dinheiro sujo.,1
E viva a esquerda💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖,0
"NÃO!! Pera ✋ É sério isso?! Mais um CUPIM? Vamos lá galera!! Vamos tocar em assuntos irrelevantes para ENFRAQUECER a nação. Se não temos nada contra ele, vamos enfraquecer o povo. Fingindo estar preocupada com o bem da nação, tu chapas cana e assobia ao mesmo tempo. Finge estar preocupada com a nação jogando pedras no presidente para enfraquecer nossa confiança nele, mas na VERDADE tu estas trabalhando com e para os inimigos DEUS SABE PORQUE. Então, vamos relevar um detalhe importante: TODOS SABEM QUEM É ESSA PIRRALHA, PRA QM ELA TRABALHA, O Q ELES REALMENTE QUEREM. Uma interpretação simples de texto mostra NOSSO PRESIDENTE disse q ela é um objeto q lucra muito, abrindo caminhos para o q querem devorar nosso país. PIRRALHA: Ser pequeno que usa sua aparente inocência para abrir caminho para EXPLORADORES. Pode não ter classe na palavras do PRESIDENTE, mas elas tem VERDADE E SINCERIDADE.",1
Que Deus abençoe a nossa nação. 💛🇧🇷💚,0
Sujeito ridículo.,1
"Eu não confio em nenhum desses ministros, não consigo mais, só de olhar eu 🤢",0
Essa gleisi tá bem doida,1
Parabéns!!!!!!,0
Inacreditável,0
"Boa ministro ninguém está acima da lei, acabou para os corruptos e canalhas!! Pra cima deles!!",0
Não vou acionar o áudio porque não aguento a voz e o conteúdo dito pelo carniça.,1
As viúvas do Partido das trevas PT estão em todos os lugares tentando enganar o povo desinformado e estimulan os analfabetos funcionais a acreditar que podem se dar bem sem fazer esforço nenhum para melhorar o Brasil 👈🤣🤣🤣🤣🤣🤣,1
